   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.obLogBuf_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBTetraPlanarStereo_swigregister}
        1    0.000    0.000    0.000    0.000 typing.py:964(__repr__)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:1855(isscalar)
        1    0.000    0.000    0.000    0.000 __init__.py:156(py_object)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 backends.py:226(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:622(LZMACompressor)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 coreviews.py:295(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 treewidth.py:88(MinDegreeHeuristic)
        1    0.000    0.000    0.000    0.000 typing.py:65(PostPersistCallable)
        1    0.000    0.000    0.000    0.000 _build_tlz.py:10(__init__)
        1    0.000    0.000    0.000    0.000 base.py:943(_HashFactory)
        1    0.000    0.000    0.000    0.000 __init__.py:409(__str__)
        1    0.000    0.000    0.000    0.000 quantity.py:1777(_get_unit_definition)
        1    0.000    0.000    0.000    0.000 util.py:305(udict)
        1    0.000    0.000    0.000    0.000 objects.py:179(FormattingUnit)
        1    0.000    0.000    0.000    0.000 readers.py:18(FileReader)
        2    0.000    0.000    0.000    0.000 flexparser.py:645(end_line)
        1    0.000    0.000    0.000    0.000 pybel.py:922(Smarts)
        1    0.000    0.000    0.000    0.000 __init__.py:1976(YView)
        1    0.000    0.000    0.000    0.000 __init__.py:213(Event)
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.LineSearchType_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBConformerFilters_swigregister}
        1    0.000    0.000    0.000    0.000 {built-in method openbabel._openbabel.OBTetraNonPlanarStereo_swigregister}
        3    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 threading.py:505(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:286(_is_owned)
        1    0.000    0.000    0.000    0.000 index_tricks.py:562(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(FileHandler)
        1    0.000    0.000    0.000    0.000 graphml.py:701(GraphMLWriterLxml)
        1    0.000    0.000    0.000    0.000 __init__.py:347(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 utils.py:1976(cached_property)
        1    0.000    0.000    0.000    0.000 nodes.py:405(Include)
        1    0.000    0.000    0.000    0.000 nodes.py:414(Import)
        1    0.000    0.000    0.000    0.000 chunk_types.py:9(register_chunk_type)
        1    0.000    0.000    0.000    0.000 _interface.py:635(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 flexparser.py:985(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:548(StringVar)
        1    0.000    0.000    0.000    0.000 __init__.py:3476(Radiobutton)
        1    0.000    0.000    0.000    0.000 threading.py:274(__exit__)
        1    0.000    0.000    0.000    0.000 exceptions.py:98(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 py3k.py:92(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 index_tricks.py:303(__init__)
        1    0.000    0.000    0.000    0.000 function_base.py:348(iterable)
        1    0.000    0.000    0.000    0.000 index_tricks.py:618(ndindex)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
        2    0.000    0.000    0.000    0.000 core.py:3433(shape)
        1    0.000    0.000    0.000    0.000 core.py:6844(_frommethod)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 zipfile.py:786(_Tellable)
        1    0.000    0.000    0.000    0.000 reportviews.py:811(EdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1366(MultiEdgeView)
        1    0.000    0.000    0.000    0.000 readers.py:107(NamespaceReader)
        1    0.000    0.000    0.000    0.000 graphml.py:686(IncrementalElement)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:82(FullInverseLaplacian)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:429(_AdjEntry)
        1    0.000    0.000    0.000    0.000 kcomponents.py:266(AntiAdjacencyView)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:78(_LUSolver)
        1    0.000    0.000    0.000    0.000 numbers.py:856(NumberFormatError)
        1    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 events.py:46(__init__)
        2    0.000    0.000    0.000    0.000 version.py:275(release)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 callbacks.py:120(add_callbacks)
        1    0.000    0.000    0.000    0.000 __init__.py:717(Lookup)
        1    0.000    0.000    0.000    0.000 util.py:108(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 connection.py:595(SocketListener)
        1    0.000    0.000    0.000    0.000 runtime.py:988(DebugUndefined)
        1    0.000    0.000    0.000    0.000 _misc.py:9(LinAlgWarning)
        1    0.000    0.000    0.000    0.000 arpack.py:380(_SymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 rechunk.py:718(_PrettyBlocks)
        1    0.000    0.000    0.000    0.000 definitions.py:35(Equality)
        1    0.000    0.000    0.000    0.000 registry.py:128(RegistryMeta)
        1    0.000    0.000    0.000    0.000 flexcache.py:238(NameByHashIter)
        1    0.000    0.000    0.000    0.000 flexparser.py:181(classproperty)
        1    0.000    0.000    0.000    0.000 flexparser.py:949(CannotParseResourceAsFile)
        1    0.000    0.000    0.000    0.000 mtsintegrator.py:37(MTSIntegrator)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:956(_ensure_subclassable)
        1    0.000    0.000    0.000    0.000 __init__.py:572(IntVar)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:328(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 argparse.py:1104(_HelpAction)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:761(__init__)
        1    0.000    0.000    0.000    0.000 _array_like.py:39(_SupportsArray)
        1    0.000    0.000    0.000    0.000 decorators.py:1217(deprecate_positional_args)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        2    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 _psosx.py:364(__init__)
        1    0.000    0.000    0.000    0.000 _interface.py:790(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1507(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 openbabel.py:52(_swig_setattr_nondynamic_class_variable)
        1    0.000    0.000    0.000    0.000 argparse.py:1260(FileType)
        1    0.000    0.000    0.000    0.000 _parser.py:96(checkgroup)
        2    0.000    0.000    0.000    0.000 multiarray.py:1080(copyto)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2416(_all_dispatcher)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 __init__.py:399(PyDLL)
        1    0.000    0.000    0.000    0.000 index_tricks.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 __init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 traceback.py:625(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 __init__.py:85(_GetAtomsIterator)
        1    0.000    0.000    0.000    0.000 exception.py:112(PowerIterationFailedConvergence)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 abc.py:75(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:139(_Sentinel)
        1    0.000    0.000    0.000    0.000 digraph.py:21(_CachedPropertyResetterAdjAndSucc)
        1    0.000    0.000    0.000    0.000 parser.py:70(HeaderParser)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 plural.py:598(_JavaScriptCompiler)
        1    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:349(FileHash)
        1    0.000    0.000    0.000    0.000 context.py:56(GlobalMethod)
        1    0.000    0.000    0.000    0.000 nodes.py:937(Operand)
        1    0.000    0.000    0.000    0.000 _util.py:351(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 registry.py:15(FormattingRegistry)
        3    0.000    0.000    0.000    0.000 unit.py:572(conversion_factor_to)
        1    0.000    0.000    0.000    0.000 __init__.py:2684(Button)
        1    0.000    0.000    0.000    0.000 common.py:39(EntitiesForbidden)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 argparse.py:1315(Namespace)
        1    0.000    0.000    0.000    0.000 __init__.py:884(legacy_normalize)
        1    0.000    0.000    0.000    0.000 threading.py:1008(_set_ident)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 pathlib.py:971(absolute)
        2    0.000    0.000    0.000    0.000 _distributor_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 linalg.py:203(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 platform.py:1124(python_version)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 message.py:1195(EmailMessage)
        1    0.000    0.000    0.000    0.000 parser.py:78(BytesParser)
        1    0.000    0.000    0.000    0.000 coreviews.py:87(MultiAdjacencyView)
        1    0.000    0.000    0.000    0.000 coreviews.py:216(UnionMultiInner)
        1    0.000    0.000    0.000    0.000 reportviews.py:865(InEdgeDataView)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:96(SuperLUInverseLaplacian)
        1    0.000    0.000    0.000    0.000 coding.py:26(NotATree)
        1    0.000    0.000    0.000    0.000 errors.py:143(PintTypeError)
        1    0.000    0.000    0.000    0.000 errors.py:234(UnexpectedScaleInContainer)
        1    0.000    0.000    0.000    0.000 cyaml.py:16(CBaseLoader)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 _common.py:311(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 nodes.py:448(Assign)
        1    0.000    0.000    0.000    0.000 nodes.py:1063(InternalName)
        1    0.000    0.000    0.000    0.000 definitions.py:49(CommentDefinition)
        1    0.000    0.000    0.000    0.000 registry.py:17(NumpyRegistry)
        1    0.000    0.000    0.000    0.000 flexcache.py:159(NameByFields)
        1    0.000    0.000    0.000    0.000 __init__.py:505(_Item)
        1    0.000    0.000    0.000    0.000 __init__.py:3173(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:4399(LabelFrame)
        1    0.000    0.000    0.000    0.000 common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 common.py:56(ExternalReferenceForbidden)
        1    0.000    0.000    0.000    0.000 _util.py:14(DeferredError)
        1    0.000    0.000    0.000    0.000 argparse.py:204(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:698(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1016(_AppendAction)
        1    0.000    0.000    0.000    0.000 objects.py:43(_ok_for_muldiv)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        3    0.000    0.000    0.000    0.000 pathlib.py:257(casefold_parts)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 index_tricks.py:262(OGridClass)
        1    0.000    0.000    0.000    0.000 _array_like.py:44(_SupportsArrayFunc)
        3    0.000    0.000    0.000    0.000 core.py:867(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:594(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 filters.py:50(show_nodes)
        1    0.000    0.000    0.000    0.000 compat.py:22(missing_dependency)
        1    0.000    0.000    0.000    0.000 typing.py:36(SchedulerGetCallable)
        1    0.000    0.000    0.000    0.000 nodes.py:1039(ExtensionAttribute)
        1    0.000    0.000    0.000    0.000 layers.py:69(ArrayChunkShapeDep)
        2    0.000    0.000    0.000    0.000 quantity.py:86(ireduce_dimensions)
        1    0.000    0.000    0.000    0.000 definitions.py:23(is_multiplicative)
        2    0.000    0.000    0.000    0.000 _compat.py:41(__init__)
        1    0.000    0.000    0.000    0.000 flexparser.py:1404(<genexpr>)
        1    0.000    0.000    0.000    0.000 prefix.py:45(SiPrefix)
        1    0.000    0.000    0.000    0.000 __init__.py:3193(Label)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 context.py:310(ForkServerContext)
        1    0.000    0.000    0.000    0.000 numerictypes.py:425(_typedict)
        1    0.000    0.000    0.000    0.000 pathlib.py:834(PurePosixPath)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:797(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 parser.py:125(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 reportviews.py:474(DegreeView)
        1    0.000    0.000    0.000    0.000 chordal.py:24(NetworkXTreewidthBoundExceeded)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:113(CGInverseLaplacian)
        1    0.000    0.000    0.000    0.000 kcomponents.py:303(AntiDegreeView)
        1    0.000    0.000    0.000    0.000 utils.py:46(Level)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:73(GraphMatcher)
        1    0.000    0.000    0.000    0.000 units.py:27(Unit)
        1    0.000    0.000    0.000    0.000 errors.py:67(WithDefErr)
        1    0.000    0.000    0.000    0.000 errors.py:226(UnitStrippedWarning)
        1    0.000    0.000    0.000    0.000 compat.py:71(FakeArray)
        1    0.000    0.000    0.000    0.000 numbers.py:37(UnknownCurrencyError)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:51(CBaseDumper)
        1    0.000    0.000    0.000    0.000 local.py:537(SynchronousExecutor)
        1    0.000    0.000    0.000    0.000 connection.py:781(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:49(Frame)
        1    0.000    0.000    0.000    0.000 __init__.py:11(_AttrDict)
        1    0.000    0.000    0.000    0.000 nodes.py:310(Extends)
        1    0.000    0.000    0.000    0.000 _testutils.py:16(FPUModeChangeWarning)
        1    0.000    0.000    0.000    0.000 <decorator-gen-5>:1(<module>)
        1    0.000    0.000    0.000    0.000 arpack.py:283(ArpackNoConvergence)
        1    0.000    0.000    0.000    0.000 arpack.py:310(_ArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:598(_UnsymmetricArpackParams)
        1    0.000    0.000    0.000    0.000 arpack.py:907(SpLuInv)
        1    0.000    0.000    0.000    0.000 _sf_error.py:5(SpecialFunctionWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:122(DaskRegistry)
        1    0.000    0.000    0.000    0.000 definitions.py:23(NotNumeric)
        1    0.000    0.000    0.000    0.000 registry.py:27(ContextCacheOverlay)
        1    0.000    0.000    0.000    0.000 unit.py:14(NumpyUnit)
        1    0.000    0.000    0.000    0.000 flexparser.py:102(ParsingError)
        1    0.000    0.000    0.000    0.000 defparser.py:12(PintRootBlock)
        1    0.000    0.000    0.000    0.000 defparser.py:63(__init__)
        1    0.000    0.000    0.000    0.000 flexcache.py:116(InvalidateByExist)
        1    0.000    0.000    0.000    0.000 flexparser.py:110(UnknownStatement)
        2    0.000    0.000    0.000    0.000 common.py:49(target)
        1    0.000    0.000    0.000    0.000 mtsintegrator.py:112(MTSLangevinIntegrator)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2179(_UnpackSpecialForm)
        1    0.000    0.000    0.000    0.000 __init__.py:597(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:2654(Toplevel)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:676(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:924(_StoreAction)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        2    0.000    0.000    0.000    0.000 contextlib.py:543(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:9(OBProxy)
        1    0.000    0.000    0.000    0.000 process.py:397(_MainProcess)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:717(IndexExpression)
        1    0.000    0.000    0.000    0.000 polynomial.py:29(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:822(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:893(_MaskedUFunc)
        2    0.000    0.000    0.000    0.000 core.py:883(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 molecule.py:107(MoleculeDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exception.py:27(NetworkXException)
        1    0.000    0.000    0.000    0.000 reportviews.py:972(MultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:120(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 local.py:578(MultiprocessingPoolExecutor)
        1    0.000    0.000    0.000    0.000 util.py:385(ForkAwareLocal)
        1    0.000    0.000    0.000    0.000 nodes.py:441(ExprStmt)
        1    0.000    0.000    0.000    0.000 nodes.py:52(NodeType)
        1    0.000    0.000    0.000    0.000 _pep440.py:141(<lambda>)
        1    0.000    0.000    0.000    0.000 sizeof.py:62(SimpleSizeof)
        1    0.000    0.000    0.000    0.000 system.py:100(name)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2184(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 error.py:2(FFIError)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 context.py:302(ForkContext)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(ComplexWarning)
        1    0.000    0.000    0.000    0.000 pathlib.py:300(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:378(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar_p)
        1    0.000    0.000    0.000    0.000 index_tricks.py:435(RClass)
        1    0.000    0.000    0.000    0.000 core.py:840(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 core.py:877(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 core.py:2378(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:94(_GetBondsIterator)
        2    0.000    0.000    0.000    0.000 calendar.py:57(__init__)
        2    0.000    0.000    0.000    0.000 _functools.py:83(<lambda>)
        1    0.000    0.000    0.000    0.000 reportviews.py:704(OutMultiDegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:1008(InMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 parser.py:89(dispose)
        1    0.000    0.000    0.000    0.000 version.py:55(InvalidVersion)
        1    0.000    0.000    0.000    0.000 utils.py:1139(MethodCache)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _common.py:350(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 pool.py:794(MapResult)
        1    0.000    0.000    0.000    0.000 __init__.py:30(Code)
        1    0.000    0.000    0.000    0.000 nodes.py:1030(EnvironmentAttribute)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 <decorator-gen-2>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 objects.py:21(MeasurementQuantity)
        2    0.000    0.000    0.000    0.000 readers.py:30(files)
        2    0.000    0.000    0.000    0.000 flexparser.py:847(location)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:246(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1499(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 exceptions.py:685(NonUniqueSubstructureName)
        1    0.000    0.000    0.000    0.000 exceptions.py:714(SubstructureBondSmartsInvalid)
        1    0.000    0.000    0.000    0.000 exceptions.py:725(SubstructureImproperlySpecified)
        1    0.000    0.000    0.000    0.000 exceptions.py:140(RemapIndexError)
        1    0.000    0.000    0.000    0.000 openbabel.py:4022(OBAtomAtomIter)
        1    0.000    0.000    0.000    0.000 openbabel.py:4034(OBMolAtomBFSIter)
        1    0.000    0.000    0.000    0.000 __init__.py:75(UnidentifiedImageError)
        1    0.000    0.000    0.000    0.000 error.py:5(CDefError)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 argparse.py:727(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:982(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:687(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:959(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1081(_CountAction)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:347(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:844(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 numeric.py:837(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 pathlib.py:325(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1127(_BaseConstants)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:360(_unspecified)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 linalg.py:67(LinAlgError)
        1    0.000    0.000    0.000    0.000 __init__.py:2229(createLock)
        1    0.000    0.000    0.000    0.000 RDConfig.py:39(ObsoleteCodeError)
        1    0.000    0.000    0.000    0.000 inchi.py:50(InchiReadWriteError)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 graph.py:22(_CachedPropertyResetterAdj)
        1    0.000    0.000    0.000    0.000 cp437.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 reportviews.py:542(OutDegreeView)
        1    0.000    0.000    0.000    0.000 reportviews.py:673(InMultiDegreeView)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(MissingOpenMMUnitError)
        1    0.000    0.000    0.000    0.000 core.py:118(UnknownLocaleError)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 loader.py:31(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:55(UnsafeLoader)
        1    0.000    0.000    0.000    0.000 scanner.py:35(SimpleKey)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:85(CDumper)
        1    0.000    0.000    0.000    0.000 pool.py:63(ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 connection.py:803(XmlListener)
        1    0.000    0.000    0.000    0.000 process.py:123(_RemoteTraceback)
        1    0.000    0.000    0.000    0.000 process.py:129(_ExceptionWithTraceback)
        1    0.000    0.000    0.000    0.000 nodes.py:1052(ImportedName)
        1    0.000    0.000    0.000    0.000 nodes.py:48(Impossible)
        1    0.000    0.000    0.000    0.000 nodes.py:280(Stmt)
        1    0.000    0.000    0.000    0.000 compiler.py:248(VisitorExit)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-3>:1(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:254(ContextManager)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 arpack.py:931(LuInv)
